Protein	Sign.set1	pvalue.set1	qvalue.set1	Sign.set2	pvalue.set2	qvalue.set2	Sign.meta	pvalue.meta	qvalue.meta
PODXL_HUMAN	-1	0.126500217161878	0.191210593825269	-1	0.406042795916074	0.304152760172951	-1	0.0953130634661221	0.142905408763425
PPAL_HUMAN	-1	0.00989682415592563	0.0872002382991836	-1	0.0447482873458325	0.129182296969763	-1	0.00118239517278189	0.019232155988964
PPAP_HUMAN	-1	0.0483099455218277	0.12546162948628	-1	0.0408693347726267	0.126745627482536	-1	0.0044802658567608	0.032665131916943
PPBI_HUMAN;PPB1_HUMAN;PPBN_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPGB_HUMAN	-1	0.0337669038769011	0.1131001175148	-1	0.64352263368266	0.384903786317937	-1	0.0675027554387849	0.119579886572177
PPIA_HUMAN;PAL4A_HUMAN	-1	0.00332973963507666	0.0783259957655987	NA	NA	NA	-1	0.00332973963507665	0.0320408816969091
PPR28_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPT2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRDX1_HUMAN;PRDX4_HUMAN	1	0.808309080112184	0.496231311753822	NA	NA	NA	1	0.808309080112184	0.432138548983685
PRDX2_HUMAN	-1	0.22615955435424	0.252929499950601	1	0.75904148064912	0.408801215644778	-1	0.522874058410849	0.33932444409706
PRDX5_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRG2_HUMAN	-1	0.00793919032812695	0.0872002382991836	-1	0.190666752119428	0.223111664048691	-1	0.00507170260997915	0.0334141319263728
PRG4_HUMAN	1	0.958188774917299	0.532438015586149	-1	0.555958794763708	0.353304259036241	-1	0.704456268364328	0.404164108516662
PRIO_HUMAN	NA	NA	NA	-1	0.0845713524035864	0.166999302850375	-1	0.0845713524035865	0.13550575278809
PROF1_HUMAN;CON__P02584	1	0.791762641661923	0.49020262597525	NA	NA	NA	1	0.791762641661923	0.427981525542436
PROM1_HUMAN	-1	0.381840992890741	0.322609919749455	NA	NA	NA	-1	0.381840992890741	0.287456967178953
PROP_HUMAN	1	0.382943931519453	0.322836886799457	NA	NA	NA	1	0.382943931519453	0.287456967178953
PROS_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PROZ_HUMAN	-1	0.246676535991432	0.2617333837189	-1	0.00459573603355257	0.0541120411459742	-1	0.00475537087954213	0.0331491909615815
PRSS8_HUMAN	-1	0.0417627992027658	0.119706153549759	-1	0.0462772116953014	0.130379179099868	-1	0.00438922072583294	0.032665131916943
PRTN3_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PSCA_HUMAN	-1	0.362676387469995	0.316079955519942	NA	NA	NA	-1	0.362676387469995	0.279697964793044
PTGDS_HUMAN	-1	0.208816407028225	0.242650410211872	-1	0.00903279644131514	0.0738008356893269	-1	0.0062412048897088	0.0362196381980818
PTGR1_HUMAN	-1	0.0460010840780991	0.123564380424131	NA	NA	NA	-1	0.0460010840780991	0.0972105979720767
PTMA_HUMAN	1	0.118224575944122	0.184680083661823	-1	0.925773929730112	0.449158277640949	1	0.298890849395327	0.251856086995607
PTPRG_HUMAN	-1	0.0012050934466834	0.0646896326309928	-1	0.236212381188766	0.241845952005711	-1	0.00176628330298475	0.0256234677215093
PTPRJ_HUMAN	-1	0.831857993310003	0.501389010163821	NA	NA	NA	-1	0.831857993310003	0.438612173113119
PTPRS_HUMAN	-1	0.298338103575837	0.282257870872023	-1	0.492932674797182	0.33339549644714	-1	0.222380402286808	0.217421972670081
PVR_HUMAN	-1	0.884870909787169	0.516781537569189	-1	0.0930203883153342	0.170522883191335	-1	0.197016847249158	0.206042655627162
PVRL1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PVRL2_HUMAN	-1	0.0805349114638072	0.160470821420108	-1	0.0649942581560241	0.144299965989561	-1	0.0110676447289718	0.0495054746149181
PVRL3_HUMAN	-1	0.0179291678335649	0.0977341499132663	NA	NA	NA	-1	0.0179291678335649	0.061764643601804
PVRL4_HUMAN	-1	0.0132720608495533	0.088062589788945	-1	0.00604343839152839	0.0617210305011063	-1	0.000222174016062504	0.0103862503664403
PXDC2_HUMAN	-1	0.217823404367366	0.250112435355052	NA	NA	NA	-1	0.217823404367366	0.215717073332578
QOR_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
QPCT_HUMAN	-1	0.0016717604257841	0.0646896326309928	1	0.0561275840018156	0.138963730716731	-1	0.383266540988682	0.287456967178953
QSOX1_HUMAN	-1	0.0496974745226062	0.127884857585572	-1	0.154873987949115	0.204091937345126	-1	0.0166832314564277	0.0613347478169327
R4RL2_HUMAN	-1	0.275428633241554	0.272146527550585	-1	0.00235608986236554	0.0541120411459742	-1	0.00348146867564681	0.0320408816969091
RAB6B_HUMAN;RAB6A_HUMAN;RB39A_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
RABP2_HUMAN	1	0.0546420403432175	0.13382290867458	NA	NA	NA	1	0.0546420403432175	0.107042343710724
RAGE_HUMAN	1	0.542281656382552	0.398388529172435	-1	0.0399318913134344	0.125793992514892	-1	0.306861169466792	0.253990933918805
RARR2_HUMAN	-1	0.377624031217619	0.321534485198581	1	0.162051994350194	0.210035600046695	1	0.715252391449551	0.406707477541567
REG1A_HUMAN	-1	0.151626755852435	0.210449860117486	-1	0.147368756060072	0.20166838987273	-1	0.0415124528053695	0.0920751200093501
REG3A_HUMAN	NA	NA	NA	-1	0.848654329657028	0.432527525844273	-1	0.848654329657028	0.442599501293407
RET2_HUMAN	1	0.545310571121955	0.398388529172435	NA	NA	NA	1	0.545310571121955	0.346390898678081
RET4_HUMAN	1	0.212629116822364	0.246341120767764	1	0.0921796253503989	0.170522883191335	1	0.0382569592982831	0.0892815821140825
RETN_HUMAN	-1	0.225962504420941	0.252929499950601	-1	0.0552155734200608	0.138963730716731	-1	0.0269783656475167	0.0725632714550923
RGMA_HUMAN	-1	0.0877939237826464	0.166530941156935	NA	NA	NA	-1	0.0877939237826465	0.137789973960182
RHOC_HUMAN;RHOA_HUMAN	1	0.632430657990181	0.432969168365123	NA	NA	NA	1	0.632430657990181	0.380137505607684
RISC_HUMAN	NA	NA	NA	-1	0.248672748273101	0.249577317299052	-1	0.248672748273101	0.232597482123125
RL29_HUMAN	-1	0.0952581105107546	0.166790124797535	NA	NA	NA	-1	0.0952581105107546	0.142905408763425
RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN	1	0.34020903205462	0.304735280318028	NA	NA	NA	1	0.34020903205462	0.270974316136759
RLA1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
RM33_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNAS1_HUMAN	-1	0.0688436386242965	0.150505092279459	-1	0.515213728868251	0.34064476334871	-1	0.080692011620741	0.13142610680348
RNAS2_HUMAN	-1	0.0231912787104358	0.1000300722195	-1	0.201828737296472	0.226511721185288	-1	0.0121470150657005	0.0521601488193428
RNAS4_HUMAN	NA	NA	NA	1	0.973190815355115	0.462821897322833	1	0.973190815355115	0.476038591137972
RNF13_HUMAN	-1	0.562550773352121	0.403114677056685	NA	NA	NA	-1	0.562550773352121	0.350294827832152
RNT2_HUMAN	-1	0.0635626699717786	0.143104077087011	-1	0.335936123581782	0.280644740781457	-1	0.0463440994885475	0.0975514057401941
ROBO4_HUMAN	-1	0.0306158970919992	0.10969425386708	-1	0.115013482658448	0.187156179975231	-1	0.00821207204817042	0.0432147339779871
ROR1_HUMAN	-1	0.228172481812722	0.254445301595416	-1	0.0493231675536572	0.131694788521085	-1	0.024952211395771	0.0710490668239033
ROR2_HUMAN	-1	0.0467590302204457	0.123564380424131	NA	NA	NA	-1	0.0467590302204457	0.0980403368451499
S100P_HUMAN	NA	NA	NA	1	0.209634665425228	0.228370967925583	1	0.209634665425228	0.211908239422095
S10A2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
S10A6_HUMAN	1	0.0943121759026528	0.166668974997877	1	0.621858263243044	0.37747257698103	1	0.125571290392017	0.16241327549459
S10A7_HUMAN;S1A7A_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
S10A8_HUMAN	-1	0.149210527777959	0.20995557797008	-1	0.583841581260394	0.361376699720745	-1	0.159362568194394	0.186766984434738
S10A9_HUMAN	-1	0.421785908380019	0.340735353836533	-1	0.316833086385401	0.275973096123378	-1	0.202011204522895	0.208335849122076
S10AB_HUMAN	-1	0.375610761711101	0.321534485198581	1	0.200101551428608	0.226439566387808	1	0.779873590037965	0.424117629622893
S10AC_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
S12A1_HUMAN	-1	0.428995820212707	0.343689745525054	NA	NA	NA	-1	0.428995820212707	0.307023106831065
S28A1_HUMAN	1	0.441952928677107	0.349012177740647	-1	0.686064478659788	0.394744098577723	1	0.796499201243036	0.429676427573452
SAA4_HUMAN	NA	NA	NA	1	0.0945396877390498	0.172415063261199	1	0.09453968773905	0.142905408763425
SAMP_HUMAN	-1	0.547719008188755	0.398388529172435	1	0.536325159596213	0.34983248866727	1	0.990297347398106	0.481036415843791
SAP_HUMAN	-1	0.0229753640219572	0.1000300722195	-1	0.164263365463641	0.211019532804221	-1	0.00956008666350497	0.0475135344938954
SAP3_HUMAN	-1	0.388792638374535	0.326345592948565	-1	0.0632523504450083	0.144299965989561	-1	0.0545076038631576	0.107042343710724
SBP1_HUMAN	-1	0.4242411468138	0.342004795153088	-1	0.949567091846538	0.455470614636736	-1	0.542018680771784	0.345937405347235
SCTM1_HUMAN	-1	0.000789189514805555	0.0639286634165825	-1	0.0450066465851811	0.129182296969763	-1	0.000150098582578271	0.0103862503664403
SCUB2_HUMAN	-1	0.622439426468727	0.430827690671853	-1	0.00877440883881179	0.0738008356893269	-1	0.0277143682012589	0.0736432383622801
SDC1_HUMAN	1	0.92659086194698	0.526923935215224	-1	0.498141842109949	0.335253555186325	-1	0.678979226747543	0.396483798836287
SDCB1_HUMAN	-1	0.288642656156818	0.277019191538814	NA	NA	NA	-1	0.288642656156818	0.24749443826463
SDF1_HUMAN	-1	0.157894957212199	0.214050401949975	-1	0.385312132682737	0.296992768873373	-1	0.106865845598211	0.151979374913049
SE6L2_HUMAN	1	0.945594724048205	0.532379238798907	NA	NA	NA	1	0.945594724048205	0.468739112199108
SEMG1_HUMAN	1	0.0378998959075303	0.116393336182472	-1	0.630086967907708	0.379087778710123	1	0.259589263951981	0.237953485066695
SEMG2_HUMAN	1	0.236429319940688	0.257938622389829	-1	0.18066051928374	0.216430237432825	-1	0.912857098245207	0.460079045770141
SFPQ_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SFRP3_HUMAN	NA	NA	NA	1	0.495463638887288	0.334001351742663	1	0.495463638887288	0.330014243056578
SFRP4_HUMAN	NA	NA	NA	-1	0.834260464922839	0.429791774594534	-1	0.834260464922839	0.439037199293216
SH3L3_HUMAN	1	0.436470661398846	0.347519702613939	-1	0.0222203340318805	0.0968755354456144	-1	0.286148270969421	0.246655358197123
SHPS1_HUMAN	-1	0.939455458625231	0.531472425646518	-1	0.335274751798057	0.280644740781457	-1	0.462317525205286	0.317331268891572
SHSA2_HUMAN	NA	NA	NA	-1	0.101571103466569	0.180083001565265	-1	0.101571103466569	0.148280885361635
SHSA5_HUMAN	1	0.300093923491667	0.282537451986744	-1	0.000779139935976776	0.043160233461989	-1	0.100336698229164	0.147149226972248
SHSA6_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHSA7_HUMAN	1	0.89928044376848	0.521622993119022	NA	NA	NA	1	0.89928044376848	0.456638307965502
SIAE_HUMAN	-1	0.151093955455269	0.210449860117486	1	0.574652145870767	0.35788450226171	-1	0.536351233525765	0.34439854533684
SIRB1_HUMAN	-1	0.0639790026600184	0.143104077087011	-1	0.107741296507635	0.183391843548815	-1	0.014400156697897	0.0564676426107634
SLAF5_HUMAN	-1	0.0386741841580875	0.116915431206141	NA	NA	NA	-1	0.0386741841580876	0.0898645586512944
SLIK1_HUMAN	-1	0.0600818549938102	0.140054120058501	-1	0.33108515931343	0.279449549110672	-1	0.0437210426516946	0.0953969891356042
SLPI_HUMAN	-1	0.624869878650406	0.430827690671853	1	0.106730294684099	0.183391843548815	1	0.426693530083123	0.307023106831065
SLUR1_HUMAN	-1	0.175130516637644	0.223655635078726	-1	0.0628622912460467	0.144299965989561	-1	0.0229598613062389	0.0687318383876872
SLUR2_HUMAN	-1	0.687820759146119	0.450348211931774	-1	0.00514282980080068	0.0558250610530393	-1	0.0236619638412847	0.069025923858869
SODC_HUMAN	-1	0.420812403924919	0.340660108605882	1	0.233545512288362	0.240195136245871	1	0.784754058798094	0.426339813303882
SODE_HUMAN	-1	0.0871613534035716	0.166145495677496	-1	0.126736141868861	0.191374318496764	-1	0.0220575594474956	0.0680436300670555
SORL_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPB13_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPB3_HUMAN	-1	0.103670523392795	0.173661663071259	-1	0.555947172403559	0.353304259036241	-1	0.117096041874489	0.159523716113936
SPB4_HUMAN	NA	NA	NA	-1	0.896927916833643	0.442523425457344	-1	0.896927916833643	0.456335595873298
SPHM_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPIT1_HUMAN	-1	0.00673291218241623	0.0840430685154327	-1	0.018071545298625	0.0941775666270248	-1	0.000333473363092399	0.011932986658386
SPIT2_HUMAN	-1	0.225814452694386	0.252929499950601	-1	0.202437255626413	0.226572208163529	-1	0.0787881580883023	0.129246751512941
SPR1A_HUMAN	-1	0.299932197924323	0.282537451986744	1	0.905645810618569	0.444246722271264	-1	0.516237017194955	0.337508916176776
SPR1B_HUMAN	-1	0.0335302093806196	0.1131001175148	NA	NA	NA	-1	0.0335302093806197	0.0827787026044287
SPR2D_HUMAN;SPR2G_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPR2F_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPRL1_HUMAN	-1	0.701473565651867	0.45696770573107	-1	0.472299591425669	0.326454368748405	-1	0.435812201865898	0.309426036679644
SPRR3_HUMAN	-1	0.193512142621537	0.235855586328074	-1	0.723090463968298	0.402834294694056	-1	0.242012111440329	0.230725702989302
SRC8_HUMAN	-1	0.295643028582707	0.280393617662276	-1	0.00989284962314477	0.0776860259901166	-1	0.01036146413801	0.0494415093345563
SRCRL_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAB1_HUMAN	1	0.216294387053896	0.249095921346685	NA	NA	NA	1	0.216294387053896	0.214996185324401
STOM_HUMAN	1	0.076954747216579	0.157932822445893	NA	NA	NA	1	0.0769547472165791	0.128200363992607
STX4_HUMAN	-1	0.199891287864135	0.238731375521424	NA	NA	NA	-1	0.199891287864135	0.207530813123494
SULF2_HUMAN	-1	0.0645024898625739	0.143445812708617	-1	0.138341305075664	0.196181608311265	-1	0.0185151660706718	0.061764643601804
SUMO4_HUMAN;SUMO2_HUMAN;SUMO3_HUMAN	-1	0.18359685643684	0.230661530250069	NA	NA	NA	-1	0.18359685643684	0.201528116737365
SUSD2_HUMAN	-1	0.0479577783274643	0.125388580268416	-1	0.00103339906816569	0.043160233461989	-1	0.000200262622699392	0.0103862503664403
SUSD5_HUMAN	1	0.756551996227917	0.477572104776608	-1	0.409421453984794	0.304152760172951	-1	0.715791133508586	0.406707477541567
TAF10_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAGL2_HUMAN;TAGL3_HUMAN	1	0.280750458566889	0.274337977686378	NA	NA	NA	1	0.280750458566889	0.246104710517009
TALDO_HUMAN	NA	NA	NA	-1	0.596387788490814	0.365816738871492	-1	0.596387788490814	0.365847384062963
TARSH_HUMAN	NA	NA	NA	1	0.994304777783995	0.468060544408052	1	0.994304777783995	0.481036415843791
TBA1B_HUMAN;TBA4A_HUMAN	1	0.731636530113287	0.467618454082851	NA	NA	NA	1	0.731636530113287	0.412946822910689
TBCA_HUMAN	NA	NA	NA	1	0.790453875116111	0.415852205622499	1	0.790453875116111	0.427981525542436
TENA_HUMAN	-1	0.545126915993189	0.398388529172435	-1	0.223502406021149	0.235320378238386	-1	0.197539540247033	0.206042655627162
TENX_HUMAN;TENXA_HUMAN	-1	0.0146597790656353	0.0888136504722209	NA	NA	NA	-1	0.0146597790656353	0.0566098350759488
TETN_HUMAN	-1	0.124931086616083	0.191077979663208	-1	0.0191736896932465	0.0941775666270248	-1	0.00612290313994219	0.0361156355338105
TFF1_HUMAN	-1	0.677330562431419	0.448795475142119	1	0.555775513697437	0.353304259036241	1	0.902627293278419	0.456638307965502
TFF2_HUMAN	-1	0.0942346819622923	0.166668974997877	-1	0.00840480200875721	0.0738008356893269	-1	0.00231288806912735	0.0282150746770743
TFF3_HUMAN	-1	0.467366431266329	0.360258671520286	-1	0.407213042087265	0.304152760172951	-1	0.271349430739333	0.243789445331907
THBG_HUMAN;CON__Q9TT36	-1	0.0739473766350525	0.15434747534705	NA	NA	NA	-1	0.0739473766350526	0.126474450882621
THIO_HUMAN	-1	0.0455832925118873	0.123347484869917	-1	0.718359579245207	0.402001883549971	-1	0.0951788751604742	0.142905408763425
THRB_HUMAN;CON__P00735	-1	0.0230177173738277	0.1000300722195	NA	NA	NA	-1	0.0230177173738277	0.0687318383876872
THTM_HUMAN	NA	NA	NA	-1	0.132915568365304	0.193215136196453	-1	0.132915568365304	0.167600078407324
THY1_HUMAN	-1	0.0248673636765053	0.100540224946621	1	0.38622569827265	0.297136296901437	-1	0.330221378292821	0.265373710437516
TIF1B_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
TIMP1_HUMAN	1	0.989361093144409	0.543033166000106	1	0.214958103076385	0.231089006254167	1	0.37546977159172	0.285718289703416
TIMP2_HUMAN	-1	0.0444877578780098	0.122026780520036	NA	NA	NA	-1	0.0444877578780099	0.0959004038505551
TINAL_HUMAN	-1	0.949313281970321	0.532379238798907	-1	0.0257023263277546	0.100959723998312	-1	0.104743575994384	0.150729351181409
TITIN_HUMAN	1	0.0746193712717722	0.154408293558713	NA	NA	NA	1	0.0746193712717722	0.126474450882621
TKT_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
TM11D_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMED7_HUMAN	-1	0.0938843355587708	0.166668974997877	-1	0.307845973864853	0.271373528568394	-1	0.0566946629626199	0.109072995206643
TMED9_HUMAN;TMED4_HUMAN	-1	0.122414214888082	0.188720367918972	NA	NA	NA	-1	0.122414214888082	0.16241327549459
TMM59_HUMAN	-1	0.671849081704328	0.447390788575266	NA	NA	NA	-1	0.671849081704328	0.394121292646126
TNR14_HUMAN	-1	0.0633563245572171	0.143104077087011	-1	0.465315625542639	0.324933415100041	-1	0.0673775804723949	0.119579886572177
TNR16_HUMAN	-1	0.199401965368224	0.238731375521424	-1	0.0616765253900758	0.144299965989561	-1	0.0258332337938855	0.0712966279104022
TNR1B_HUMAN	-1	0.898205350273958	0.521622993119022	-1	0.055107745099389	0.138963730716731	-1	0.14797863480596	0.179677301608704
TNR5_HUMAN	-1	0.966329774633809	0.534180420636798	NA	NA	NA	-1	0.966329774633809	0.474118939119561
TPD54_HUMAN	1	0.620190124335323	0.430827690671853	NA	NA	NA	1	0.620190124335323	0.37572525617267
TPIS_HUMAN	-1	0.642699785775056	0.437811646414664	-1	0.467702295942675	0.324933415100041	-1	0.400032529628783	0.295014272966667
TPM4_HUMAN;TPM3_HUMAN	-1	0.0988530101415921	0.170766439951426	NA	NA	NA	-1	0.0988530101415921	0.146575232781161
TPP1_HUMAN	-1	0.0237825142264274	0.1000300722195	-1	0.297516728069105	0.268894559365083	-1	0.0195356884617201	0.0631684030283634
TR10C_HUMAN	-1	0.267381750839399	0.269439449739532	NA	NA	NA	-1	0.267381750839399	0.242022829556254
TR19L_HUMAN	-1	0.0259536769270845	0.101495459820052	1	0.871953033133055	0.437658246618074	-1	0.144100850674683	0.176190013588319
TRBM_HUMAN	-1	0.65899207739362	0.443478932235094	NA	NA	NA	-1	0.65899207739362	0.389950741679914
TRFE_HUMAN;CON__Q2HJF0	1	0.0411988189747636	0.119706153549759	NA	NA	NA	1	0.0411988189747636	0.0919047140718647
TRFL_HUMAN	1	0.927330179724851	0.526923935215224	-1	0.661739409268442	0.388406796229592	-1	0.806551591414233	0.431968531954395
TRFM_HUMAN	-1	0.0235539709896355	0.1000300722195	-1	0.00460725459963536	0.0541120411459742	-1	0.000312687984579022	0.011932986658386
TRI17_HUMAN	1	0.624782116585483	0.430827690671853	NA	NA	NA	1	0.624782116585483	0.377654695650359
TS101_HUMAN	1	0.626335206865981	0.430827690671853	NA	NA	NA	1	0.626335206865981	0.377742702009228
TSN1_HUMAN	-1	0.0636299493741737	0.143104077087011	1	0.899508571104406	0.443117266731963	-1	0.221624006593889	0.217077848295571
TSN8_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSP2_HUMAN	1	0.758867570226972	0.478253621400464	NA	NA	NA	1	0.758867570226972	0.418917157820399
TSP4_HUMAN	-1	0.760387325198256	0.478432196050294	NA	NA	NA	-1	0.760387325198256	0.419039706473011
TTHY_HUMAN	-1	0.979330412823586	0.540594805281038	1	0.943556705893554	0.455470614636736	1	0.974676710577722	0.476038591137972
TWSG1_HUMAN	-1	0.174743993183371	0.223655635078726	-1	0.00425155592581124	0.0541120411459742	-1	0.00287166486421724	0.0308278342182599
TXD17_HUMAN	-1	0.19356480192022	0.235855586328074	NA	NA	NA	-1	0.19356480192022	0.206042655627162
TXND5_HUMAN	NA	NA	NA	-1	0.776748856615515	0.411981115805662	-1	0.776748856615515	0.423276012104223
UBXN1_HUMAN	-1	0.0656452960900338	0.145153063886456	NA	NA	NA	-1	0.0656452960900338	0.118638713031852
UFO_HUMAN	-1	0.0199119521287527	0.1000300722195	-1	0.082572579037475	0.165354014249251	-1	0.00405759620611778	0.0320714526650799
UK114_HUMAN	-1	0.772214699327706	0.481179491212076	-1	0.709636440690192	0.402001883549971	-1	0.639798924157919	0.383545488791571
UPAR_HUMAN	1	0.240495352237847	0.25922261274295	-1	0.0678356721420121	0.147404025482724	-1	0.644598303743967	0.385293858369476
UPK2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
UROK_HUMAN	-1	0.00164465823470561	0.0646896326309928	NA	NA	NA	-1	0.00164465823470561	0.0245218046182558
UROM_HUMAN	-1	0.183511196959837	0.230661530250069	1	0.716664589600954	0.402001883549971	-1	0.494073707224505	0.329848838325522
UTER_HUMAN	1	0.141106615895699	0.203817591800817	-1	0.308285235588072	0.271373528568394	1	0.74880350313026	0.417369630699409
VAS1_HUMAN	-1	0.0410361000131396	0.119706153549759	NA	NA	NA	-1	0.0410361000131396	0.0919047140718647
VASN_HUMAN	-1	0.00848111536377671	0.0872002382991836	-1	0.0417463549849752	0.127269056365826	-1	0.000963379690519178	0.0172367545151427
VATA_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
VCAM1_HUMAN	1	0.562080210394871	0.403114677056685	-1	0.133022466347752	0.193215136196453	-1	0.514187996466409	0.337059637977029
VGF_HUMAN	-1	0.886836366537745	0.516781537569189	-1	0.00116216397697508	0.043160233461989	-1	0.0165157152976444	0.0613347478169327
VIME_HUMAN	NA	NA	NA	1	0.475498554667979	0.326454368748405	1	0.475498554667979	0.321041619269617
VINC_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
VMO1_HUMAN	-1	0.204135869781141	0.240474119182151	-1	0.115308254957136	0.187156179975231	-1	0.0442770603989523	0.0958310758426014
VSIG4_HUMAN	-1	0.258138487247832	0.265898763503857	1	0.372972749513861	0.293574821130076	-1	0.865306652585545	0.446597171367293
VTCN1_HUMAN	1	0.440046187784222	0.348217063112277	-1	0.0121759708515805	0.0803450081041561	-1	0.219916248822951	0.216383456167841
VTDB_HUMAN;CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229	1	0.0251193228167859	0.100540224946621	NA	NA	NA	1	0.0251193228167859	0.0710490668239033
VTNC_HUMAN	-1	0.626832288843339	0.430827690671853	-1	0.109500634704927	0.185613113020176	-1	0.140085802660494	0.174056257309444
WFDC2_HUMAN	-1	0.404139746176896	0.333441281310231	-1	0.621592698241436	0.37747257698103	-1	0.347767605302355	0.273134558671605
WISP2_HUMAN	-1	0.0205511850043729	0.1000300722195	-1	0.145764475477145	0.20166838987273	-1	0.00766802061671764	0.041158784108118
XPP2_HUMAN	-1	0.135711017814891	0.199673303717469	NA	NA	NA	-1	0.135711017814891	0.170196491587627
XYLT1_HUMAN	-1	0.106699837879454	0.176800268632877	NA	NA	NA	-1	0.106699837879454	0.151979374913049
ZA2G_HUMAN;ZAGL1_HUMAN	1	0.196671978546055	0.23634545748565	NA	NA	NA	1	0.196671978546055	0.206042655627162
ZN185_HUMAN	-1	0.34678219771744	0.306779623328536	NA	NA	NA	-1	0.34678219771744	0.273134558671605
ZN676_HUMAN	1	0.0182903137788915	0.0977341499132663	NA	NA	NA	1	0.0182903137788915	0.061764643601804
1433S_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
1433T_HUMAN	NA	NA	NA	-1	0.901385642891607	0.443117266731963	-1	0.901385642891607	0.456638307965502
1A01_HUMAN	NA	NA	NA	1	0.529634228308436	0.346737261757363	1	0.529634228308436	0.342100953856978
1A02_HUMAN	NA	NA	NA	1	0.349117302740565	0.282976191867177	1	0.349117302740565	0.273351854488013
1A25_HUMAN	NA	NA	NA	1	0.243421165302796	0.246752948963597	1	0.243421165302796	0.231253947044709
1B07_HUMAN	NA	NA	NA	-1	0.877017673217729	0.437658246618074	-1	0.877017673217729	0.450475648733216
2B13_HUMAN	NA	NA	NA	1	0.00059397192323279	0.043160233461989	1	0.000593971923232851	0.013510604706689
A1AT_HUMAN	NA	NA	NA	1	0.124857964795881	0.190506952754253	1	0.124857964795881	0.16241327549459
A1ATR_HUMAN	NA	NA	NA	1	0.481843844220972	0.328068192081094	1	0.481843844220972	0.323418322817781
A1BG_HUMAN	NA	NA	NA	1	0.275908213593876	0.261514888957568	1	0.275908213593876	0.243980548280686
A2AP_HUMAN	NA	NA	NA	1	0.565129707927782	0.355176188228688	1	0.565129707927782	0.351492940568657
A2MG_HUMAN	NA	NA	NA	1	0.051528981348953	0.134938543916593	1	0.051528981348953	0.103979849680396
ACAM_HUMAN	NA	NA	NA	-1	0.226996744119615	0.236834636223115	-1	0.226996744119615	0.219790291320485
ACTA_HUMAN	NA	NA	NA	1	0.435038375926196	0.31566631085479	1	0.435038375926196	0.309285729482905
ACTB_HUMAN	NA	NA	NA	1	0.000324618910493453	0.043160233461989	1	0.000324618910493513	0.011932986658386
ACTN1_HUMAN	NA	NA	NA	1	0.305890870973055	0.271373528568394	1	0.305890870973055	0.253990933918805
ACTN4_HUMAN	NA	NA	NA	1	0.448692596182439	0.319891972639806	1	0.448692596182439	0.313185630925488
ADEC1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFAM_HUMAN	NA	NA	NA	1	0.249262079934419	0.249577317299052	1	0.249262079934419	0.232676796076576
AHNK_HUMAN	NA	NA	NA	-1	0.0455361630878151	0.129182296969763	-1	0.0455361630878151	0.09699183095059
AINX_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL9A1_HUMAN	NA	NA	NA	-1	0.927549492066082	0.449158277640949	-1	0.927549492066082	0.464207696260753
ALBU_HUMAN	NA	NA	NA	1	0.436700612362511	0.316310608466909	1	0.436700612362511	0.309647220584198
